long,lat,group,order,region,subregion,state,longCent,latCent
-88.29853057861328,33.283119201660156,1,77,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.275604248046875,33.52949142456055,1,78,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.25269317626953,33.735755920410156,1,79,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.20685577392578,34.062339782714844,1,80,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.20685577392578,34.07952880859375,1,81,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.1839370727539,34.3144416809082,1,82,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.166748046875,34.463409423828125,1,83,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.14955139160156,34.58373260498047,1,84,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.10944366455078,34.89885711669922,1,85,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.13236999511719,34.90459060668945,1,86,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.166748046875,34.9504280090332,1,87,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.18965911865234,34.99626541137695,1,88,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-88.1839370727539,35.013450622558594,1,89,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.98912811279297,35.013450622558594,1,90,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.6052474975586,35.007720947265625,1,91,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.22709655761719,35.001991271972656,1,92,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.20417022705078,35.001991271972656,1,93,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.8260269165039,34.99626541137695,1,94,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.78018951416016,34.99053192138672,1,95,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.31036376953125,34.99053192138672,1,96,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.85199737548828,34.98480224609375,1,97,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.6113510131836,34.97907257080078,1,98,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.58843994140625,34.8415641784668,1,99,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.5426025390625,34.61811065673828,1,100,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.52540588378906,34.58373260498047,1,101,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.4681167602539,34.262874603271484,1,102,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.428009033203125,34.07952880859375,1,103,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.40509033203125,33.95920944213867,1,104,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.39363098144531,33.90764236450195,1,105,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.34779357910156,33.66127014160156,1,106,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.31341552734375,33.49510955810547,1,107,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.29622650146484,33.432090759277344,1,108,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.244659423828125,33.11696243286133,1,109,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.23892974853516,33.105499267578125,1,110,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.1930923461914,32.87059020996094,1,111,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.1930923461914,32.859127044677734,1,112,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.17018127441406,32.841941833496094,1,113,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.14725494384766,32.790374755859375,1,114,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.13007354736328,32.7674560546875,1,115,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.13007354736328,32.750267028808594,1,116,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.12434387207031,32.73308181762695,1,117,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.1014175415039,32.67578125,1,118,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.1014175415039,32.63567352294922,1,119,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.0670394897461,32.60702896118164,1,120,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.04985809326172,32.55546188354492,1,121,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.00975036621094,32.526817321777344,1,122,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.98683166503906,32.498165130615234,1,123,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.99256134033203,32.46951675415039,1,124,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.975372314453125,32.423683166503906,1,125,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.98109436035156,32.377845764160156,1,126,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.00402069091797,32.337738037109375,1,127,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.975372314453125,32.30908966064453,1,128,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.9238052368164,32.28044128417969,1,129,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.90088653564453,32.251792907714844,1,130,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.929534912109375,32.2346076965332,1,131,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.95245361328125,32.22887420654297,1,132,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.96964263916016,32.200225830078125,1,133,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-84.99256134033203,32.18303680419922,1,134,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.04985809326172,32.160118103027344,1,135,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,32.12001419067383,1,136,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,32.10282516479492,1,137,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,32.085636138916016,1,138,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,32.06271743774414,1,139,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,32.028343200683594,1,140,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,31.993961334228516,1,141,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.07850646972656,31.959585189819336,1,142,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.107147216796875,31.93666648864746,1,143,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.14152526855469,31.8679141998291,1,144,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.13580322265625,31.787696838378906,1,145,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.13580322265625,31.7762393951416,1,146,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.13007354736328,31.73040199279785,1,147,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.11860656738281,31.6845645904541,1,148,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.07850646972656,31.615812301635742,1,149,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,31.558517456054687,1,150,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.061309814453125,31.524137496948242,1,151,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.08423614501953,31.478300094604492,1,152,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.08423614501953,31.443923950195313,1,153,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.09569549560547,31.409547805786133,1,154,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.09569549560547,31.340791702270508,1,155,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.1014175415039,31.300683975219727,1,156,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.12434387207031,31.28349494934082,1,157,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.12434387207031,31.254846572875977,1,158,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.11287689208984,31.19182014465332,1,159,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.11287689208984,31.174633026123047,1,160,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.0899658203125,31.140256881713867,1,161,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.04412841796875,31.11160659790039,1,162,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.03839874267578,31.094419479370117,1,163,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.03266906738281,31.07723045349121,1,164,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.03266906738281,31.037124633789063,1,165,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.0154800415039,31.002748489379883,1,166,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.0154800415039,30.99701690673828,1,167,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.49676513671875,31.008474349975586,1,168,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-85.5196762084961,31.008474349975586,1,169,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.04679870605469,31.008474349975586,1,170,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.20149993896484,31.008474349975586,1,171,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.39057159423828,31.008474349975586,1,172,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.70569610595703,31.008474349975586,1,173,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-86.79737091064453,31.008474349975586,1,174,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.18125915527344,31.008474349975586,1,175,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.6052474975586,31.008474349975586,1,176,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.6052474975586,30.956911087036133,1,177,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.61096954345703,30.933992385864258,1,178,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.63389587402344,30.899616241455078,1,179,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.6396255493164,30.876697540283203,1,180,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.63389587402344,30.859508514404297,1,181,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.61096954345703,30.842317581176758,1,182,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.5479507446289,30.773563385009766,1,183,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.49065399169922,30.721996307373047,1,184,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.462005615234375,30.710538864135742,1,185,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.45054626464844,30.699077606201172,1,186,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.4218978881836,30.676158905029297,1,187,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.41043853759766,30.647512435913086,1,188,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.41043853759766,30.618864059448242,1,189,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.43335723876953,30.584487915039063,1,190,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.462005615234375,30.54438018798828,1,191,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.46773529052734,30.527193069458008,1,192,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.462005615234375,30.5100040435791,1,193,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.44482421875,30.492813110351563,1,194,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.39898681640625,30.458436965942383,1,195,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.39325714111328,30.446979522705078,1,196,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.40471649169922,30.429786682128906,1,197,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.4218978881836,30.429786682128906,1,198,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.43909454345703,30.424060821533203,1,199,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.43909454345703,30.4183292388916,1,200,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.45054626464844,30.401142120361328,1,201,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-87.462005615234375,30.389680862426758,1,202,alabama,NA,Alabama,-86.83042392038291,32.803164176253794
-114.63739013671875,35.01918029785156,2,204,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.64312744140625,35.10512161254883,2,205,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.60301971435547,35.122310638427734,2,206,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.5743637084961,35.17961120605469,2,207,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.58583068847656,35.23690414428711,2,208,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.59728240966797,35.28274154663086,2,209,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.6087417602539,35.35722732543945,2,210,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.62593841552734,35.408790588378906,2,211,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.66604614257812,35.454627990722656,2,212,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.66030883789063,35.500465393066406,2,213,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.66604614257812,35.54057312011719,2,214,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.6717758178711,35.60932922363281,2,215,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.68323516845703,35.666622161865234,2,216,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.7004165649414,35.712459564208984,2,217,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.7004165649414,35.79267501831055,2,218,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.68895721435547,35.88434600830078,2,219,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.71187591552734,35.912994384765625,2,220,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.73480224609375,35.958831787109375,2,221,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.73480224609375,36.01612854003906,2,222,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.7577133178711,36.06196594238281,2,223,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.73480224609375,36.10780334472656,2,224,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.7004165649414,36.119258880615234,2,225,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.64312744140625,36.14217758178711,2,226,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.55718231201172,36.15363693237305,2,227,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.4884262084961,36.13644790649414,2,228,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.3967514038086,36.13644790649414,2,229,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.32799530029297,36.113529205322266,2,230,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.3108139038086,36.044776916503906,2,231,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.26497650146484,36.027584075927734,2,232,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.20194244384766,36.02185821533203,2,233,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.13892364501953,36.03904724121094,2,234,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.11600494384766,36.09634017944336,2,235,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.08162689208984,36.13644790649414,2,236,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.052978515625,36.210933685302734,2,237,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.04724884033203,36.8411865234375,2,238,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-114.04151916503906,36.99588394165039,2,239,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-113.82379913330078,36.99588394165039,2,240,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-113.53732299804687,37.00161361694336,2,241,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-113.27948760986328,37.00161361694336,2,242,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-113.00447082519531,37.00161361694336,2,243,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-112.90706634521484,36.99588394165039,2,244,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-112.72944641113281,37.00161361694336,2,245,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-112.54037475585937,36.99588394165039,2,246,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-112.41432189941406,36.99588394165039,2,247,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-112.20805358886719,36.99588394165039,2,248,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.95022583007812,37.00161361694336,2,249,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.6866683959961,37.00161361694336,2,250,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.4116439819336,37.00161361694336,2,251,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.3199691772461,37.00161361694336,2,252,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.25121307373047,36.99588394165039,2,253,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-111.12516021728516,36.99588394165039,2,254,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.84441375732422,37.00161361694336,2,255,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.75846862792969,36.99588394165039,2,256,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.68399047851562,36.99588394165039,2,257,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.54647827148437,36.99588394165039,2,258,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.30583190917969,37.00161361694336,2,259,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.08810424804687,37.00161361694336,2,260,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.00789642333984,37.00161361694336,2,261,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.93341064453125,36.99588394165039,2,262,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.71568298339844,36.99588394165039,2,263,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.41202545166016,36.99588394165039,2,264,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.1484603881836,36.99588394165039,2,265,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.03959655761719,36.99588394165039,2,266,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.04532623291016,35.998939514160156,2,267,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.05106353759766,34.9504280090332,2,268,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.05106353759766,34.57227325439453,2,269,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.0567855834961,33.77586364746094,2,270,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.05106353759766,33.202903747558594,2,271,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.0567855834961,32.77891540527344,2,272,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.0567855834961,32.423683166503906,2,273,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.0567855834961,31.352251052856445,2,274,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.23440551757812,31.352251052856445,2,275,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.62401580810547,31.346521377563477,2,276,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-109.9964370727539,31.352251052856445,2,277,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.35166931152344,31.352251052856445,2,278,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.47772216796875,31.352251052856445,2,279,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
-110.63241577148437,31.352251052856445,2,280,arizona,NA,Arizona,-111.66786419058273,34.30060124626366
