stateFP,countyFP,gender,ageGroup,population,state,county
01,001,Female,0-17,6541,AL,autauga
01,001,Female,18-24,2234,AL,autauga
01,001,Female,25-34,3554,AL,autauga
01,001,Female,35-44,3875,AL,autauga
01,001,Female,45-54,4042,AL,autauga
01,001,Female,55-64,3459,AL,autauga
01,001,Female,65+,4432,AL,autauga
01,001,Male,0-17,6968,AL,autauga
01,001,Male,18-24,2536,AL,autauga
01,001,Male,25-34,3268,AL,autauga
01,001,Male,35-44,3601,AL,autauga
01,001,Male,45-54,3931,AL,autauga
01,001,Male,55-64,3184,AL,autauga
01,001,Male,65+,3411,AL,autauga
01,003,Female,0-17,21871,AL,baldwin
01,003,Female,18-24,7546,AL,baldwin
01,003,Female,25-34,11395,AL,baldwin
01,003,Female,35-44,12990,AL,baldwin
01,003,Female,45-54,14186,AL,baldwin
01,003,Female,55-64,15199,AL,baldwin
01,003,Female,65+,20646,AL,baldwin
01,003,Male,0-17,23128,AL,baldwin
01,003,Male,18-24,7793,AL,baldwin
01,003,Male,25-34,11354,AL,baldwin
01,003,Male,35-44,12377,AL,baldwin
01,003,Male,45-54,13455,AL,baldwin
01,003,Male,55-64,13379,AL,baldwin
01,003,Male,65+,18041,AL,baldwin
01,005,Female,0-17,2712,AL,barbour
01,005,Female,18-24,969,AL,barbour
01,005,Female,25-34,1438,AL,barbour
01,005,Female,35-44,1241,AL,barbour
01,005,Female,45-54,1588,AL,barbour
01,005,Female,55-64,1687,AL,barbour
01,005,Female,65+,2590,AL,barbour
01,005,Male,0-17,2802,AL,barbour
01,005,Male,18-24,1284,AL,barbour
01,005,Male,25-34,2323,AL,barbour
01,005,Male,35-44,1954,AL,barbour
01,005,Male,45-54,1943,AL,barbour
01,005,Male,55-64,1689,AL,barbour
01,005,Male,65+,1981,AL,barbour
01,007,Female,0-17,2096,AL,bibb
01,007,Female,18-24,909,AL,bibb
01,007,Female,25-34,1184,AL,bibb
01,007,Female,35-44,1271,AL,bibb
01,007,Female,45-54,1547,AL,bibb
01,007,Female,55-64,1408,AL,bibb
01,007,Female,65+,1914,AL,bibb
01,007,Male,0-17,2632,AL,bibb
01,007,Male,18-24,1084,AL,bibb
01,007,Male,25-34,2068,AL,bibb
01,007,Male,35-44,1689,AL,bibb
01,007,Male,45-54,1854,AL,bibb
01,007,Male,55-64,1436,AL,bibb
01,007,Male,65+,1488,AL,bibb
01,009,Female,0-17,6696,AL,blount
01,009,Female,18-24,2166,AL,blount
01,009,Female,25-34,3333,AL,blount
01,009,Female,35-44,3500,AL,blount
01,009,Female,45-54,4107,AL,blount
01,009,Female,55-64,3797,AL,blount
01,009,Female,65+,5578,AL,blount
01,009,Male,0-17,6869,AL,blount
01,009,Male,18-24,2461,AL,blount
01,009,Male,25-34,3367,AL,blount
01,009,Male,35-44,3631,AL,blount
01,009,Male,45-54,4062,AL,blount
01,009,Male,55-64,3670,AL,blount
01,009,Male,65+,4430,AL,blount
01,011,Female,0-17,1127,AL,bullock
01,011,Female,18-24,425,AL,bullock
01,011,Female,25-34,447,AL,bullock
01,011,Female,35-44,663,AL,bullock
01,011,Female,45-54,614,AL,bullock
01,011,Female,55-64,667,AL,bullock
01,011,Female,65+,919,AL,bullock
01,011,Male,0-17,1039,AL,bullock
01,011,Male,18-24,510,AL,bullock
01,011,Male,25-34,730,AL,bullock
01,011,Male,35-44,944,AL,bullock
01,011,Male,45-54,940,AL,bullock
01,011,Male,55-64,782,AL,bullock
01,011,Male,65+,671,AL,bullock
01,013,Female,0-17,2173,AL,butler
01,013,Female,18-24,803,AL,butler
01,013,Female,25-34,1300,AL,butler
01,013,Female,35-44,1307,AL,butler
01,013,Female,45-54,1378,AL,butler
01,013,Female,55-64,1544,AL,butler
01,013,Female,65+,2205,AL,butler
01,013,Male,0-17,2397,AL,butler
01,013,Male,18-24,795,AL,butler
01,013,Male,25-34,1122,AL,butler
01,013,Male,35-44,1143,AL,butler
01,013,Male,45-54,1104,AL,butler
01,013,Male,55-64,1329,AL,butler
01,013,Male,65+,1526,AL,butler
01,015,Female,0-17,12448,AL,calhoun
01,015,Female,18-24,5532,AL,calhoun
01,015,Female,25-34,7674,AL,calhoun
01,015,Female,35-44,7265,AL,calhoun
01,015,Female,45-54,7745,AL,calhoun
01,015,Female,55-64,8343,AL,calhoun
01,015,Female,65+,10927,AL,calhoun
01,015,Male,0-17,12982,AL,calhoun
01,015,Male,18-24,5590,AL,calhoun
01,015,Male,25-34,7264,AL,calhoun
01,015,Male,35-44,6718,AL,calhoun
01,015,Male,45-54,7454,AL,calhoun
01,015,Male,55-64,7507,AL,calhoun
01,015,Male,65+,8078,AL,calhoun
01,017,Female,0-17,3540,AL,chambers
01,017,Female,18-24,1440,AL,chambers
01,017,Female,25-34,1978,AL,chambers
01,017,Female,35-44,2013,AL,chambers
01,017,Female,45-54,2382,AL,chambers
01,017,Female,55-64,2558,AL,chambers
01,017,Female,65+,3664,AL,chambers
01,017,Male,0-17,3716,AL,chambers
01,017,Male,18-24,1501,AL,chambers
01,017,Male,25-34,1959,AL,chambers
01,017,Male,35-44,1882,AL,chambers
01,017,Male,45-54,2348,AL,chambers
01,017,Male,55-64,2278,AL,chambers
01,017,Male,65+,2636,AL,chambers
01,019,Female,0-17,2592,AL,cherokee
01,019,Female,18-24,848,AL,cherokee
01,019,Female,25-34,1309,AL,cherokee
01,019,Female,35-44,1466,AL,cherokee
01,019,Female,45-54,1830,AL,cherokee
01,019,Female,55-64,2050,AL,cherokee
01,019,Female,65+,2898,AL,cherokee
01,019,Male,0-17,2616,AL,cherokee
01,019,Male,18-24,1002,AL,cherokee
01,019,Male,25-34,1220,AL,cherokee
01,019,Male,35-44,1508,AL,cherokee
01,019,Male,45-54,1940,AL,cherokee
01,019,Male,55-64,2052,AL,cherokee
01,019,Male,65+,2524,AL,cherokee
01,021,Female,0-17,5227,AL,chilton
01,021,Female,18-24,1687,AL,chilton
01,021,Female,25-34,2874,AL,chilton
01,021,Female,35-44,2829,AL,chilton
01,021,Female,45-54,2891,AL,chilton
01,021,Female,55-64,3012,AL,chilton
01,021,Female,65+,3731,AL,chilton
01,021,Male,0-17,5323,AL,chilton
01,021,Male,18-24,1871,AL,chilton
01,021,Male,25-34,2744,AL,chilton
01,021,Male,35-44,2976,AL,chilton
01,021,Male,45-54,2765,AL,chilton
01,021,Male,55-64,2816,AL,chilton
01,021,Male,65+,3059,AL,chilton
01,023,Female,0-17,1316,AL,choctaw
01,023,Female,18-24,518,AL,choctaw
01,023,Female,25-34,679,AL,choctaw
01,023,Female,35-44,780,AL,choctaw
01,023,Female,45-54,983,AL,choctaw
01,023,Female,55-64,1040,AL,choctaw
01,023,Female,65+,1595,AL,choctaw
01,023,Male,0-17,1390,AL,choctaw
01,023,Male,18-24,515,AL,choctaw
01,023,Male,25-34,621,AL,choctaw
01,023,Male,35-44,700,AL,choctaw
01,023,Male,45-54,883,AL,choctaw
01,023,Male,55-64,927,AL,choctaw
01,023,Male,65+,1241,AL,choctaw
01,025,Female,0-17,2772,AL,clarke
01,025,Female,18-24,1105,AL,clarke
01,025,Female,25-34,1370,AL,clarke
01,025,Female,35-44,1600,AL,clarke
01,025,Female,45-54,1795,AL,clarke
01,025,Female,55-64,1781,AL,clarke
01,025,Female,65+,2553,AL,clarke
01,025,Male,0-17,2742,AL,clarke
01,025,Male,18-24,1085,AL,clarke
01,025,Male,25-34,1237,AL,clarke
01,025,Male,35-44,1348,AL,clarke
01,025,Male,45-54,1637,AL,clarke
01,025,Male,55-64,1609,AL,clarke
01,025,Male,65+,1991,AL,clarke
01,027,Female,0-17,1397,AL,clay
01,027,Female,18-24,584,AL,clay
01,027,Female,25-34,800,AL,clay
01,027,Female,35-44,777,AL,clay
01,027,Female,45-54,963,AL,clay
01,027,Female,55-64,990,AL,clay
01,027,Female,65+,1425,AL,clay
01,027,Male,0-17,1460,AL,clay
01,027,Male,18-24,511,AL,clay
01,027,Male,25-34,551,AL,clay
01,027,Male,35-44,870,AL,clay
01,027,Male,45-54,922,AL,clay
01,027,Male,55-64,974,AL,clay
01,027,Male,65+,1183,AL,clay
01,029,Female,0-17,1647,AL,cleburne
01,029,Female,18-24,525,AL,cleburne
01,029,Female,25-34,829,AL,cleburne
01,029,Female,35-44,912,AL,cleburne
01,029,Female,45-54,1112,AL,cleburne
01,029,Female,55-64,1001,AL,cleburne
01,029,Female,65+,1546,AL,cleburne
01,029,Male,0-17,1811,AL,cleburne
01,029,Male,18-24,569,AL,cleburne
01,029,Male,25-34,793,AL,cleburne
01,029,Male,35-44,978,AL,cleburne
01,029,Male,45-54,1030,AL,cleburne
01,029,Male,55-64,972,AL,cleburne
01,029,Male,65+,1214,AL,cleburne
01,031,Female,0-17,5934,AL,coffee
01,031,Female,18-24,2063,AL,coffee
01,031,Female,25-34,3088,AL,coffee
01,031,Female,35-44,3301,AL,coffee
01,031,Female,45-54,3585,AL,coffee
01,031,Female,55-64,3307,AL,coffee
01,031,Female,65+,4570,AL,coffee
01,031,Male,0-17,6185,AL,coffee
01,031,Male,18-24,2155,AL,coffee
01,031,Male,25-34,3352,AL,coffee
01,031,Male,35-44,3371,AL,coffee
01,031,Male,45-54,3456,AL,coffee
01,031,Male,55-64,3124,AL,coffee
01,031,Male,65+,3582,AL,coffee
01,033,Female,0-17,5695,AL,colbert
01,033,Female,18-24,2158,AL,colbert
01,033,Female,25-34,3336,AL,colbert
01,033,Female,35-44,3311,AL,colbert
01,033,Female,45-54,3880,AL,colbert
01,033,Female,55-64,4006,AL,colbert
01,033,Female,65+,5906,AL,colbert
01,033,Male,0-17,6013,AL,colbert
01,033,Male,18-24,2146,AL,colbert
01,033,Male,25-34,3181,AL,colbert
01,033,Male,35-44,3148,AL,colbert
01,033,Male,45-54,3588,AL,colbert
01,033,Male,55-64,3683,AL,colbert
01,033,Male,65+,4384,AL,colbert
01,035,Female,0-17,1430,AL,conecuh
01,035,Female,18-24,552,AL,conecuh
01,035,Female,25-34,452,AL,conecuh
01,035,Female,35-44,866,AL,conecuh
01,035,Female,45-54,861,AL,conecuh
01,035,Female,55-64,985,AL,conecuh
01,035,Female,65+,1463,AL,conecuh
01,035,Male,0-17,1344,AL,conecuh
01,035,Male,18-24,551,AL,conecuh
01,035,Male,25-34,718,AL,conecuh
01,035,Male,35-44,515,AL,conecuh
01,035,Male,45-54,798,AL,conecuh
01,035,Male,55-64,913,AL,conecuh
01,035,Male,65+,1201,AL,conecuh
01,037,Female,0-17,984,AL,coosa
01,037,Female,18-24,374,AL,coosa
01,037,Female,25-34,606,AL,coosa
01,037,Female,35-44,742,AL,coosa
01,037,Female,45-54,625,AL,coosa
01,037,Female,55-64,905,AL,coosa
01,037,Female,65+,1245,AL,coosa
01,037,Male,0-17,921,AL,coosa
01,037,Male,18-24,559,AL,coosa
01,037,Male,25-34,448,AL,coosa
01,037,Male,35-44,655,AL,coosa
01,037,Male,45-54,865,AL,coosa
01,037,Male,55-64,967,AL,coosa
01,037,Male,65+,1059,AL,coosa
01,039,Female,0-17,3967,AL,covington
01,039,Female,18-24,1396,AL,covington
01,039,Female,25-34,2163,AL,covington
01,039,Female,35-44,2151,AL,covington
01,039,Female,45-54,2542,AL,covington
01,039,Female,55-64,2776,AL,covington
01,039,Female,65+,4391,AL,covington
01,039,Male,0-17,4291,AL,covington
01,039,Male,18-24,1449,AL,covington
01,039,Male,25-34,2071,AL,covington
01,039,Male,35-44,2019,AL,covington
01,039,Male,45-54,2500,AL,covington
01,039,Male,55-64,2581,AL,covington
01,039,Male,65+,3222,AL,covington
01,041,Female,0-17,1490,AL,crenshaw
01,041,Female,18-24,540,AL,crenshaw
01,041,Female,25-34,787,AL,crenshaw
01,041,Female,35-44,873,AL,crenshaw
01,041,Female,45-54,955,AL,crenshaw
01,041,Female,55-64,1013,AL,crenshaw
01,041,Female,65+,1422,AL,crenshaw
01,041,Male,0-17,1644,AL,crenshaw
01,041,Male,18-24,604,AL,crenshaw
01,041,Male,25-34,716,AL,crenshaw
01,041,Male,35-44,852,AL,crenshaw
01,041,Male,45-54,922,AL,crenshaw
01,041,Male,55-64,983,AL,crenshaw
01,041,Male,65+,1065,AL,crenshaw
01,043,Female,0-17,8917,AL,cullman
01,043,Female,18-24,3306,AL,cullman
01,043,Female,25-34,4852,AL,cullman
01,043,Female,35-44,5048,AL,cullman
01,043,Female,45-54,5557,AL,cullman
01,043,Female,55-64,5603,AL,cullman
01,043,Female,65+,8197,AL,cullman
01,043,Male,0-17,9440,AL,cullman
01,043,Male,18-24,3320,AL,cullman
01,043,Male,25-34,5168,AL,cullman
01,043,Male,35-44,5105,AL,cullman
01,043,Male,45-54,5583,AL,cullman
01,043,Male,55-64,5296,AL,cullman
01,043,Male,65+,6311,AL,cullman
01,045,Female,0-17,5553,AL,dale
01,045,Female,18-24,2093,AL,dale
01,045,Female,25-34,3398,AL,dale
01,045,Female,35-44,3045,AL,dale
01,045,Female,45-54,3184,AL,dale
01,045,Female,55-64,3189,AL,dale
01,045,Female,65+,4407,AL,dale
01,045,Male,0-17,6055,AL,dale
01,045,Male,18-24,2404,AL,dale
01,045,Male,25-34,3765,AL,dale
01,045,Male,35-44,2850,AL,dale
01,045,Male,45-54,3010,AL,dale
01,045,Male,55-64,3049,AL,dale
01,045,Male,65+,3391,AL,dale
01,047,Female,0-17,5028,AL,dallas
01,047,Female,18-24,2005,AL,dallas
01,047,Female,25-34,2589,AL,dallas
01,047,Female,35-44,2529,AL,dallas
01,047,Female,45-54,2818,AL,dallas
01,047,Female,55-64,3124,AL,dallas
01,047,Female,65+,3853,AL,dallas
01,047,Male,0-17,5050,AL,dallas
01,047,Male,18-24,1823,AL,dallas
01,047,Male,25-34,2173,AL,dallas
01,047,Male,35-44,1953,AL,dallas
01,047,Male,45-54,2341,AL,dallas
01,047,Male,55-64,2695,AL,dallas
01,047,Male,65+,2774,AL,dallas
01,049,Female,0-17,8387,AL,de kalb
01,049,Female,18-24,2890,AL,de kalb
01,049,Female,25-34,4254,AL,de kalb
01,049,Female,35-44,4549,AL,de kalb
01,049,Female,45-54,4735,AL,de kalb
01,049,Female,55-64,4674,AL,de kalb
01,049,Female,65+,6377,AL,de kalb
01,049,Male,0-17,9157,AL,de kalb
01,049,Male,18-24,3066,AL,de kalb
01,049,Male,25-34,4312,AL,de kalb
01,049,Male,35-44,4556,AL,de kalb
01,049,Male,45-54,4786,AL,de kalb
01,049,Male,55-64,4413,AL,de kalb
01,049,Male,65+,5038,AL,de kalb
01,051,Female,0-17,8999,AL,elmore
01,051,Female,18-24,3487,AL,elmore
01,051,Female,25-34,5686,AL,elmore
01,051,Female,35-44,5967,AL,elmore
01,051,Female,45-54,5941,AL,elmore
01,051,Female,55-64,5391,AL,elmore
01,051,Female,65+,6161,AL,elmore
01,051,Male,0-17,9276,AL,elmore
01,051,Male,18-24,3949,AL,elmore
01,051,Male,25-34,5257,AL,elmore
01,051,Male,35-44,5270,AL,elmore
01,051,Male,45-54,5474,AL,elmore
01,051,Male,55-64,4872,AL,elmore
01,051,Male,65+,5259,AL,elmore
01,053,Female,0-17,4219,AL,escambia
01,053,Female,18-24,1574,AL,escambia
01,053,Female,25-34,2011,AL,escambia
01,053,Female,35-44,2153,AL,escambia
01,053,Female,45-54,2306,AL,escambia
01,053,Female,55-64,2394,AL,escambia
01,053,Female,65+,3638,AL,escambia
01,053,Male,0-17,4163,AL,escambia
01,053,Male,18-24,1769,AL,escambia
01,053,Male,25-34,2772,AL,escambia
01,053,Male,35-44,2707,AL,escambia
01,053,Male,45-54,2792,AL,escambia
01,053,Male,55-64,2348,AL,escambia
01,053,Male,65+,2775,AL,escambia
01,055,Female,0-17,11023,AL,etowah
01,055,Female,18-24,4381,AL,etowah
01,055,Female,25-34,6116,AL,etowah
01,055,Female,35-44,6878,AL,etowah
01,055,Female,45-54,7130,AL,etowah
01,055,Female,55-64,7352,AL,etowah
01,055,Female,65+,10514,AL,etowah
01,055,Male,0-17,11517,AL,etowah
01,055,Male,18-24,4466,AL,etowah
01,055,Male,25-34,5771,AL,etowah
01,055,Male,35-44,6414,AL,etowah
01,055,Male,45-54,6904,AL,etowah
01,055,Male,55-64,6773,AL,etowah
01,055,Male,65+,7893,AL,etowah
01,057,Female,0-17,1661,AL,fayette
01,057,Female,18-24,679,AL,fayette
01,057,Female,25-34,884,AL,fayette
01,057,Female,35-44,1006,AL,fayette
01,057,Female,45-54,1130,AL,fayette
01,057,Female,55-64,1227,AL,fayette
01,057,Female,65+,1879,AL,fayette
01,057,Male,0-17,1937,AL,fayette
01,057,Male,18-24,665,AL,fayette
01,057,Male,25-34,942,AL,fayette
01,057,Male,35-44,941,AL,fayette
01,057,Male,45-54,1093,AL,fayette
01,057,Male,55-64,1153,AL,fayette
01,057,Male,65+,1460,AL,fayette
01,059,Female,0-17,3643,AL,franklin
01,059,Female,18-24,1352,AL,franklin
01,059,Female,25-34,1740,AL,franklin
01,059,Female,35-44,1999,AL,franklin
01,059,Female,45-54,2161,AL,franklin
01,059,Female,55-64,1947,AL,franklin
01,059,Female,65+,2847,AL,franklin
01,059,Male,0-17,4129,AL,franklin
01,059,Male,18-24,1649,AL,franklin
01,059,Male,25-34,2064,AL,franklin
01,059,Male,35-44,2029,AL,franklin
01,059,Male,45-54,1922,AL,franklin
01,059,Male,55-64,1733,AL,franklin
01,059,Male,65+,2292,AL,franklin
01,061,Female,0-17,2852,AL,geneva
01,061,Female,18-24,941,AL,geneva
01,061,Female,25-34,1565,AL,geneva
01,061,Female,35-44,1688,AL,geneva
01,061,Female,45-54,1784,AL,geneva
01,061,Female,55-64,1931,AL,geneva
01,061,Female,65+,2803,AL,geneva
01,061,Male,0-17,3047,AL,geneva
01,061,Male,18-24,1066,AL,geneva
01,061,Male,25-34,1392,AL,geneva
01,061,Male,35-44,1570,AL,geneva
01,061,Male,45-54,1858,AL,geneva
01,061,Male,55-64,1819,AL,geneva
01,061,Male,65+,2256,AL,geneva
01,063,Female,0-17,951,AL,greene
01,063,Female,18-24,306,AL,greene
01,063,Female,25-34,527,AL,greene
01,063,Female,35-44,380,AL,greene
01,063,Female,45-54,606,AL,greene
01,063,Female,55-64,740,AL,greene
01,063,Female,65+,965,AL,greene
01,063,Male,0-17,1048,AL,greene
01,063,Male,18-24,398,AL,greene
01,063,Male,25-34,475,AL,greene
01,063,Male,35-44,373,AL,greene
01,063,Male,45-54,437,AL,greene
01,063,Male,55-64,639,AL,greene
01,063,Male,65+,688,AL,greene
01,065,Female,0-17,1728,AL,hale
01,065,Female,18-24,689,AL,hale
01,065,Female,25-34,880,AL,hale
01,065,Female,35-44,872,AL,hale
01,065,Female,45-54,1088,AL,hale
01,065,Female,55-64,1130,AL,hale
01,065,Female,65+,1559,AL,hale
01,065,Male,0-17,1762,AL,hale
01,065,Male,18-24,655,AL,hale
01,065,Male,25-34,770,AL,hale
01,065,Male,35-44,734,AL,hale
01,065,Male,45-54,949,AL,hale
01,065,Male,55-64,1028,AL,hale
01,065,Male,65+,1151,AL,hale
01,067,Female,0-17,1753,AL,henry
01,067,Female,18-24,641,AL,henry
01,067,Female,25-34,880,AL,henry
01,067,Female,35-44,1125,AL,henry
01,067,Female,45-54,1164,AL,henry
01,067,Female,55-64,1339,AL,henry
01,067,Female,65+,2000,AL,henry
01,067,Male,0-17,1828,AL,henry
01,067,Male,18-24,765,AL,henry
01,067,Male,25-34,719,AL,henry
01,067,Male,35-44,1076,AL,henry
01,067,Male,45-54,1064,AL,henry
01,067,Male,55-64,1168,AL,henry
01,067,Male,65+,1588,AL,henry
01,069,Female,0-17,11899,AL,houston
01,069,Female,18-24,4187,AL,houston
01,069,Female,25-34,7063,AL,houston
01,069,Female,35-44,6871,AL,houston
01,069,Female,45-54,7179,AL,houston
01,069,Female,55-64,7202,AL,houston
01,069,Female,65+,9802,AL,houston
01,069,Male,0-17,12647,AL,houston
01,069,Male,18-24,4137,AL,houston
01,069,Male,25-34,6508,AL,houston
01,069,Male,35-44,6160,AL,houston
01,069,Male,45-54,6685,AL,houston
01,069,Male,55-64,6367,AL,houston
01,069,Male,65+,7401,AL,houston
01,071,Female,0-17,5407,AL,jackson
01,071,Female,18-24,1906,AL,jackson
01,071,Female,25-34,2912,AL,jackson
01,071,Female,35-44,3343,AL,jackson
01,071,Female,45-54,3649,AL,jackson
01,071,Female,55-64,3926,AL,jackson
01,071,Female,65+,5471,AL,jackson
01,071,Male,0-17,5886,AL,jackson
01,071,Male,18-24,2111,AL,jackson
01,071,Male,25-34,2836,AL,jackson
01,071,Male,35-44,3227,AL,jackson
01,071,Male,45-54,3596,AL,jackson
01,071,Male,55-64,3719,AL,jackson
01,071,Male,65+,4337,AL,jackson
01,073,Female,0-17,74697,AL,jefferson
01,073,Female,18-24,30495,AL,jefferson
01,073,Female,25-34,49612,AL,jefferson
01,073,Female,35-44,43679,AL,jefferson
01,073,Female,45-54,44648,AL,jefferson
01,073,Female,55-64,47080,AL,jefferson
01,073,Female,65+,56916,AL,jefferson
01,073,Male,0-17,77482,AL,jefferson
01,073,Male,18-24,29738,AL,jefferson
01,073,Male,25-34,45246,AL,jefferson
01,073,Male,35-44,39806,AL,jefferson
01,073,Male,45-54,40150,AL,jefferson
01,073,Male,55-64,40330,AL,jefferson
01,073,Male,65+,39581,AL,jefferson
01,075,Female,0-17,1447,AL,lamar
01,075,Female,18-24,466,AL,lamar
01,075,Female,25-34,808,AL,lamar
01,075,Female,35-44,825,AL,lamar
01,075,Female,45-54,935,AL,lamar
01,075,Female,55-64,1006,AL,lamar
01,075,Female,65+,1659,AL,lamar
01,075,Male,0-17,1641,AL,lamar
01,075,Male,18-24,529,AL,lamar
01,075,Male,25-34,693,AL,lamar
01,075,Male,35-44,743,AL,lamar
01,075,Male,45-54,989,AL,lamar
01,075,Male,55-64,1050,AL,lamar
01,075,Male,65+,1230,AL,lamar
01,077,Female,0-17,9278,AL,lauderdale
01,077,Female,18-24,5520,AL,lauderdale
01,077,Female,25-34,5384,AL,lauderdale
01,077,Female,35-44,5330,AL,lauderdale
01,077,Female,45-54,6194,AL,lauderdale
01,077,Female,55-64,6654,AL,lauderdale
01,077,Female,65+,9967,AL,lauderdale
01,077,Male,0-17,9474,AL,lauderdale
01,077,Male,18-24,5150,AL,lauderdale
01,077,Male,25-34,5413,AL,lauderdale
01,077,Male,35-44,4988,AL,lauderdale
01,077,Male,45-54,5840,AL,lauderdale
01,077,Male,55-64,5882,AL,lauderdale
01,077,Male,65+,7516,AL,lauderdale
01,079,Female,0-17,3670,AL,lawrence
01,079,Female,18-24,1311,AL,lawrence
01,079,Female,25-34,1959,AL,lawrence
01,079,Female,35-44,2028,AL,lawrence
01,079,Female,45-54,2568,AL,lawrence
01,079,Female,55-64,2455,AL,lawrence
01,079,Female,65+,3133,AL,lawrence
01,079,Male,0-17,3572,AL,lawrence
01,079,Male,18-24,1365,AL,lawrence
01,079,Male,25-34,1993,AL,lawrence
01,079,Male,35-44,2016,AL,lawrence
01,079,Male,45-54,2419,AL,lawrence
01,079,Male,55-64,2325,AL,lawrence
01,079,Male,65+,2474,AL,lawrence
01,081,Female,0-17,16575,AL,lee
01,081,Female,18-24,14786,AL,lee
01,081,Female,25-34,11245,AL,lee
01,081,Female,35-44,9770,AL,lee
01,081,Female,45-54,9454,AL,lee
01,081,Female,55-64,8276,AL,lee
01,081,Female,65+,9319,AL,lee
01,081,Male,0-17,17264,AL,lee
01,081,Male,18-24,15520,AL,lee
01,081,Male,25-34,11209,AL,lee
01,081,Male,35-44,9151,AL,lee
01,081,Male,45-54,8889,AL,lee
01,081,Male,55-64,7622,AL,lee
01,081,Male,65+,7517,AL,lee
01,083,Female,0-17,10456,AL,limestone
01,083,Female,18-24,3505,AL,limestone
01,083,Female,25-34,5776,AL,limestone
01,083,Female,35-44,5900,AL,limestone
01,083,Female,45-54,6929,AL,limestone
01,083,Female,55-64,5889,AL,limestone
01,083,Female,65+,7351,AL,limestone
01,083,Male,0-17,10798,AL,limestone
01,083,Male,18-24,3910,AL,limestone
01,083,Male,25-34,6146,AL,limestone
01,083,Male,35-44,6618,AL,limestone
01,083,Male,45-54,6948,AL,limestone
01,083,Male,55-64,5685,AL,limestone
01,083,Male,65+,5784,AL,limestone
01,085,Female,0-17,1207,AL,lowndes
01,085,Female,18-24,445,AL,lowndes
01,085,Female,25-34,648,AL,lowndes
01,085,Female,35-44,583,AL,lowndes
01,085,Female,45-54,784,AL,lowndes
01,085,Female,55-64,765,AL,lowndes
01,085,Female,65+,1034,AL,lowndes
01,085,Male,0-17,1171,AL,lowndes
01,085,Male,18-24,474,AL,lowndes
01,085,Male,25-34,617,AL,lowndes
01,085,Male,35-44,497,AL,lowndes
01,085,Male,45-54,660,AL,lowndes
01,085,Male,55-64,710,AL,lowndes
01,085,Male,65+,767,AL,lowndes
01,087,Female,0-17,1717,AL,macon
01,087,Female,18-24,2004,AL,macon
01,087,Female,25-34,1027,AL,macon
01,087,Female,35-44,989,AL,macon
01,087,Female,45-54,1254,AL,macon
01,087,Female,55-64,1444,AL,macon
01,087,Female,65+,1990,AL,macon
01,087,Male,0-17,1775,AL,macon
01,087,Male,18-24,1582,AL,macon
01,087,Male,25-34,1023,AL,macon
01,087,Male,35-44,844,AL,macon
01,087,Male,45-54,1021,AL,macon
01,087,Male,55-64,1238,AL,macon
01,087,Male,65+,1450,AL,macon
01,089,Female,0-17,38821,AL,madison
01,089,Female,18-24,16972,AL,madison
01,089,Female,25-34,24248,AL,madison
01,089,Female,35-44,22243,AL,madison
01,089,Female,45-54,26995,AL,madison
01,089,Female,55-64,23533,AL,madison
01,089,Female,65+,27833,AL,madison
01,089,Male,0-17,40080,AL,madison
01,089,Male,18-24,17584,AL,madison
01,089,Male,25-34,24337,AL,madison
01,089,Male,35-44,20772,AL,madison
01,089,Male,45-54,25646,AL,madison
01,089,Male,55-64,22601,AL,madison
01,089,Male,65+,21548,AL,madison
01,091,Female,0-17,2338,AL,marengo
01,091,Female,18-24,859,AL,marengo
01,091,Female,25-34,1161,AL,marengo
01,091,Female,35-44,1227,AL,marengo
01,091,Female,45-54,1384,AL,marengo
01,091,Female,55-64,1445,AL,marengo
01,091,Female,65+,2094,AL,marengo
01,091,Male,0-17,2196,AL,marengo
01,091,Male,18-24,793,AL,marengo
01,091,Male,25-34,1122,AL,marengo
01,091,Male,35-44,1035,AL,marengo
01,091,Male,45-54,1197,AL,marengo
01,091,Male,55-64,1298,AL,marengo
01,091,Male,65+,1594,AL,marengo
01,093,Female,0-17,3027,AL,marion
01,093,Female,18-24,1115,AL,marion
01,093,Female,25-34,1622,AL,marion
01,093,Female,35-44,1796,AL,marion
01,093,Female,45-54,2097,AL,marion
01,093,Female,55-64,2065,AL,marion
01,093,Female,65+,3456,AL,marion
01,093,Male,0-17,3324,AL,marion
01,093,Male,18-24,1186,AL,marion
01,093,Male,25-34,1635,AL,marion
01,093,Male,35-44,1842,AL,marion
01,093,Male,45-54,2185,AL,marion
01,093,Male,55-64,2023,AL,marion
01,093,Male,65+,2685,AL,marion
01,095,Female,0-17,11352,AL,marshall
01,095,Female,18-24,3756,AL,marshall
01,095,Female,25-34,5733,AL,marshall
01,095,Female,35-44,5916,AL,marshall
01,095,Female,45-54,6239,AL,marshall
01,095,Female,55-64,6157,AL,marshall
01,095,Female,65+,8814,AL,marshall
01,095,Male,0-17,12197,AL,marshall
01,095,Male,18-24,4185,AL,marshall
01,095,Male,25-34,5870,AL,marshall
01,095,Male,35-44,5915,AL,marshall
01,095,Male,45-54,6106,AL,marshall
01,095,Male,55-64,5618,AL,marshall
01,095,Male,65+,6880,AL,marshall
01,097,Female,0-17,48768,AL,mobile
01,097,Female,18-24,19984,AL,mobile
01,097,Female,25-34,29607,AL,mobile
