stateFP,countyFP,gender,ageGroup,population,state,county
36,029,Male,65+,65765,NY,erie
36,031,Female,0-17,3093,NY,essex
36,031,Female,0-17,3093,NY,essex
36,031,Female,0-17,3093,NY,essex
36,031,Female,0-17,3093,NY,essex
36,031,Female,18-24,1199,NY,essex
36,031,Female,18-24,1199,NY,essex
36,031,Female,18-24,1199,NY,essex
36,031,Female,18-24,1199,NY,essex
36,031,Female,25-34,1876,NY,essex
36,031,Female,25-34,1876,NY,essex
36,031,Female,25-34,1876,NY,essex
36,031,Female,25-34,1876,NY,essex
36,031,Female,35-44,1944,NY,essex
36,031,Female,35-44,1944,NY,essex
36,031,Female,35-44,1944,NY,essex
36,031,Female,35-44,1944,NY,essex
36,031,Female,45-54,2745,NY,essex
36,031,Female,45-54,2745,NY,essex
36,031,Female,45-54,2745,NY,essex
36,031,Female,45-54,2745,NY,essex
36,031,Female,55-64,3083,NY,essex
36,031,Female,55-64,3083,NY,essex
36,031,Female,55-64,3083,NY,essex
36,031,Female,55-64,3083,NY,essex
36,031,Female,65+,4357,NY,essex
36,031,Female,65+,4357,NY,essex
36,031,Female,65+,4357,NY,essex
36,031,Female,65+,4357,NY,essex
36,031,Male,0-17,3362,NY,essex
36,031,Male,0-17,3362,NY,essex
36,031,Male,0-17,3362,NY,essex
36,031,Male,0-17,3362,NY,essex
36,031,Male,18-24,1713,NY,essex
36,031,Male,18-24,1713,NY,essex
36,031,Male,18-24,1713,NY,essex
36,031,Male,18-24,1713,NY,essex
36,031,Male,25-34,2660,NY,essex
36,031,Male,25-34,2660,NY,essex
36,031,Male,25-34,2660,NY,essex
36,031,Male,25-34,2660,NY,essex
36,031,Male,35-44,2360,NY,essex
36,031,Male,35-44,2360,NY,essex
36,031,Male,35-44,2360,NY,essex
36,031,Male,35-44,2360,NY,essex
36,031,Male,45-54,2898,NY,essex
36,031,Male,45-54,2898,NY,essex
36,031,Male,45-54,2898,NY,essex
36,031,Male,45-54,2898,NY,essex
36,031,Male,55-64,3124,NY,essex
36,031,Male,55-64,3124,NY,essex
36,031,Male,55-64,3124,NY,essex
36,031,Male,55-64,3124,NY,essex
36,031,Male,65+,3819,NY,essex
36,031,Male,65+,3819,NY,essex
36,031,Male,65+,3819,NY,essex
36,031,Male,65+,3819,NY,essex
36,033,Female,0-17,4884,NY,franklin
36,033,Female,0-17,4884,NY,franklin
36,033,Female,0-17,4884,NY,franklin
36,033,Female,0-17,4884,NY,franklin
36,033,Female,18-24,2077,NY,franklin
36,033,Female,18-24,2077,NY,franklin
36,033,Female,18-24,2077,NY,franklin
36,033,Female,18-24,2077,NY,franklin
36,033,Female,25-34,2489,NY,franklin
36,033,Female,25-34,2489,NY,franklin
36,033,Female,25-34,2489,NY,franklin
36,033,Female,25-34,2489,NY,franklin
36,033,Female,35-44,2558,NY,franklin
36,033,Female,35-44,2558,NY,franklin
36,033,Female,35-44,2558,NY,franklin
36,033,Female,35-44,2558,NY,franklin
36,033,Female,45-54,3518,NY,franklin
36,033,Female,45-54,3518,NY,franklin
36,033,Female,45-54,3518,NY,franklin
36,033,Female,45-54,3518,NY,franklin
36,033,Female,55-64,3382,NY,franklin
36,033,Female,55-64,3382,NY,franklin
36,033,Female,55-64,3382,NY,franklin
36,033,Female,55-64,3382,NY,franklin
36,033,Female,65+,4218,NY,franklin
36,033,Female,65+,4218,NY,franklin
36,033,Female,65+,4218,NY,franklin
36,033,Female,65+,4218,NY,franklin
36,033,Male,0-17,5128,NY,franklin
36,033,Male,0-17,5128,NY,franklin
36,033,Male,0-17,5128,NY,franklin
36,033,Male,0-17,5128,NY,franklin
36,033,Male,18-24,3103,NY,franklin
36,033,Male,18-24,3103,NY,franklin
36,033,Male,18-24,3103,NY,franklin
36,033,Male,18-24,3103,NY,franklin
36,033,Male,25-34,4573,NY,franklin
36,033,Male,25-34,4573,NY,franklin
36,033,Male,25-34,4573,NY,franklin
36,033,Male,25-34,4573,NY,franklin
36,033,Male,35-44,3526,NY,franklin
36,033,Male,35-44,3526,NY,franklin
36,033,Male,35-44,3526,NY,franklin
36,033,Male,35-44,3526,NY,franklin
36,033,Male,45-54,4233,NY,franklin
36,033,Male,45-54,4233,NY,franklin
36,033,Male,45-54,4233,NY,franklin
36,033,Male,45-54,4233,NY,franklin
36,033,Male,55-64,3674,NY,franklin
36,033,Male,55-64,3674,NY,franklin
36,033,Male,55-64,3674,NY,franklin
36,033,Male,55-64,3674,NY,franklin
36,033,Male,65+,3691,NY,franklin
36,033,Male,65+,3691,NY,franklin
36,033,Male,65+,3691,NY,franklin
36,033,Male,65+,3691,NY,franklin
36,035,Female,0-17,5302,NY,fulton
36,035,Female,0-17,5302,NY,fulton
36,035,Female,0-17,5302,NY,fulton
36,035,Female,0-17,5302,NY,fulton
36,035,Female,18-24,1990,NY,fulton
36,035,Female,18-24,1990,NY,fulton
36,035,Female,18-24,1990,NY,fulton
36,035,Female,18-24,1990,NY,fulton
36,035,Female,25-34,3129,NY,fulton
36,035,Female,25-34,3129,NY,fulton
36,035,Female,25-34,3129,NY,fulton
36,035,Female,25-34,3129,NY,fulton
36,035,Female,35-44,3144,NY,fulton
36,035,Female,35-44,3144,NY,fulton
36,035,Female,35-44,3144,NY,fulton
36,035,Female,35-44,3144,NY,fulton
36,035,Female,45-54,4097,NY,fulton
36,035,Female,45-54,4097,NY,fulton
36,035,Female,45-54,4097,NY,fulton
36,035,Female,45-54,4097,NY,fulton
36,035,Female,55-64,3978,NY,fulton
36,035,Female,55-64,3978,NY,fulton
36,035,Female,55-64,3978,NY,fulton
36,035,Female,55-64,3978,NY,fulton
36,035,Female,65+,5416,NY,fulton
36,035,Female,65+,5416,NY,fulton
36,035,Female,65+,5416,NY,fulton
36,035,Female,65+,5416,NY,fulton
36,035,Male,0-17,5789,NY,fulton
36,035,Male,0-17,5789,NY,fulton
36,035,Male,0-17,5789,NY,fulton
36,035,Male,0-17,5789,NY,fulton
36,035,Male,18-24,2223,NY,fulton
36,035,Male,18-24,2223,NY,fulton
36,035,Male,18-24,2223,NY,fulton
36,035,Male,18-24,2223,NY,fulton
36,035,Male,25-34,3259,NY,fulton
36,035,Male,25-34,3259,NY,fulton
36,035,Male,25-34,3259,NY,fulton
36,035,Male,25-34,3259,NY,fulton
36,035,Male,35-44,3216,NY,fulton
36,035,Male,35-44,3216,NY,fulton
36,035,Male,35-44,3216,NY,fulton
36,035,Male,35-44,3216,NY,fulton
36,035,Male,45-54,4126,NY,fulton
36,035,Male,45-54,4126,NY,fulton
36,035,Male,45-54,4126,NY,fulton
36,035,Male,45-54,4126,NY,fulton
36,035,Male,55-64,3900,NY,fulton
36,035,Male,55-64,3900,NY,fulton
36,035,Male,55-64,3900,NY,fulton
36,035,Male,55-64,3900,NY,fulton
36,035,Male,65+,4386,NY,fulton
36,035,Male,65+,4386,NY,fulton
36,035,Male,65+,4386,NY,fulton
36,035,Male,65+,4386,NY,fulton
36,037,Female,0-17,6025,NY,genesee
36,037,Female,0-17,6025,NY,genesee
36,037,Female,0-17,6025,NY,genesee
36,037,Female,0-17,6025,NY,genesee
36,037,Female,18-24,2526,NY,genesee
36,037,Female,18-24,2526,NY,genesee
36,037,Female,18-24,2526,NY,genesee
36,037,Female,18-24,2526,NY,genesee
36,037,Female,25-34,3200,NY,genesee
36,037,Female,25-34,3200,NY,genesee
36,037,Female,25-34,3200,NY,genesee
36,037,Female,25-34,3200,NY,genesee
36,037,Female,35-44,3179,NY,genesee
36,037,Female,35-44,3179,NY,genesee
36,037,Female,35-44,3179,NY,genesee
36,037,Female,35-44,3179,NY,genesee
36,037,Female,45-54,4391,NY,genesee
36,037,Female,45-54,4391,NY,genesee
36,037,Female,45-54,4391,NY,genesee
36,037,Female,45-54,4391,NY,genesee
36,037,Female,55-64,4320,NY,genesee
36,037,Female,55-64,4320,NY,genesee
36,037,Female,55-64,4320,NY,genesee
36,037,Female,55-64,4320,NY,genesee
36,037,Female,65+,5697,NY,genesee
36,037,Female,65+,5697,NY,genesee
36,037,Female,65+,5697,NY,genesee
36,037,Female,65+,5697,NY,genesee
36,037,Male,0-17,6134,NY,genesee
36,037,Male,0-17,6134,NY,genesee
36,037,Male,0-17,6134,NY,genesee
36,037,Male,0-17,6134,NY,genesee
36,037,Male,18-24,2612,NY,genesee
36,037,Male,18-24,2612,NY,genesee
36,037,Male,18-24,2612,NY,genesee
36,037,Male,18-24,2612,NY,genesee
36,037,Male,25-34,3670,NY,genesee
36,037,Male,25-34,3670,NY,genesee
36,037,Male,25-34,3670,NY,genesee
36,037,Male,25-34,3670,NY,genesee
36,037,Male,35-44,3305,NY,genesee
36,037,Male,35-44,3305,NY,genesee
36,037,Male,35-44,3305,NY,genesee
36,037,Male,35-44,3305,NY,genesee
36,037,Male,45-54,4494,NY,genesee
36,037,Male,45-54,4494,NY,genesee
36,037,Male,45-54,4494,NY,genesee
36,037,Male,45-54,4494,NY,genesee
36,037,Male,55-64,4380,NY,genesee
36,037,Male,55-64,4380,NY,genesee
36,037,Male,55-64,4380,NY,genesee
36,037,Male,55-64,4380,NY,genesee
36,037,Male,65+,4604,NY,genesee
36,037,Male,65+,4604,NY,genesee
36,037,Male,65+,4604,NY,genesee
36,037,Male,65+,4604,NY,genesee
36,039,Female,0-17,4021,NY,greene
36,039,Female,0-17,4021,NY,greene
36,039,Female,0-17,4021,NY,greene
36,039,Female,0-17,4021,NY,greene
36,039,Female,18-24,1758,NY,greene
36,039,Female,18-24,1758,NY,greene
36,039,Female,18-24,1758,NY,greene
36,039,Female,18-24,1758,NY,greene
36,039,Female,25-34,2283,NY,greene
36,039,Female,25-34,2283,NY,greene
36,039,Female,25-34,2283,NY,greene
36,039,Female,25-34,2283,NY,greene
36,039,Female,35-44,2515,NY,greene
36,039,Female,35-44,2515,NY,greene
36,039,Female,35-44,2515,NY,greene
36,039,Female,35-44,2515,NY,greene
36,039,Female,45-54,3504,NY,greene
36,039,Female,45-54,3504,NY,greene
36,039,Female,45-54,3504,NY,greene
36,039,Female,45-54,3504,NY,greene
36,039,Female,55-64,3699,NY,greene
36,039,Female,55-64,3699,NY,greene
36,039,Female,55-64,3699,NY,greene
36,039,Female,55-64,3699,NY,greene
36,039,Female,65+,5136,NY,greene
36,039,Female,65+,5136,NY,greene
36,039,Female,65+,5136,NY,greene
36,039,Female,65+,5136,NY,greene
36,039,Male,0-17,4151,NY,greene
36,039,Male,0-17,4151,NY,greene
36,039,Male,0-17,4151,NY,greene
36,039,Male,0-17,4151,NY,greene
36,039,Male,18-24,2710,NY,greene
36,039,Male,18-24,2710,NY,greene
36,039,Male,18-24,2710,NY,greene
36,039,Male,18-24,2710,NY,greene
36,039,Male,25-34,3142,NY,greene
36,039,Male,25-34,3142,NY,greene
36,039,Male,25-34,3142,NY,greene
36,039,Male,25-34,3142,NY,greene
36,039,Male,35-44,2808,NY,greene
36,039,Male,35-44,2808,NY,greene
36,039,Male,35-44,2808,NY,greene
36,039,Male,35-44,2808,NY,greene
36,039,Male,45-54,3729,NY,greene
36,039,Male,45-54,3729,NY,greene
36,039,Male,45-54,3729,NY,greene
36,039,Male,45-54,3729,NY,greene
36,039,Male,55-64,3769,NY,greene
36,039,Male,55-64,3769,NY,greene
36,039,Male,55-64,3769,NY,greene
36,039,Male,55-64,3769,NY,greene
36,039,Male,65+,4566,NY,greene
36,039,Male,65+,4566,NY,greene
36,039,Male,65+,4566,NY,greene
36,039,Male,65+,4566,NY,greene
36,041,Female,0-17,317,NY,hamilton
36,041,Female,0-17,317,NY,hamilton
36,041,Female,0-17,317,NY,hamilton
36,041,Female,0-17,317,NY,hamilton
36,041,Female,18-24,155,NY,hamilton
36,041,Female,18-24,155,NY,hamilton
36,041,Female,18-24,155,NY,hamilton
36,041,Female,18-24,155,NY,hamilton
36,041,Female,25-34,152,NY,hamilton
36,041,Female,25-34,152,NY,hamilton
36,041,Female,25-34,152,NY,hamilton
36,041,Female,25-34,152,NY,hamilton
36,041,Female,35-44,194,NY,hamilton
36,041,Female,35-44,194,NY,hamilton
36,041,Female,35-44,194,NY,hamilton
36,041,Female,35-44,194,NY,hamilton
36,041,Female,45-54,320,NY,hamilton
36,041,Female,45-54,320,NY,hamilton
36,041,Female,45-54,320,NY,hamilton
36,041,Female,45-54,320,NY,hamilton
36,041,Female,55-64,477,NY,hamilton
36,041,Female,55-64,477,NY,hamilton
36,041,Female,55-64,477,NY,hamilton
36,041,Female,55-64,477,NY,hamilton
36,041,Female,65+,644,NY,hamilton
36,041,Female,65+,644,NY,hamilton
36,041,Female,65+,644,NY,hamilton
36,041,Female,65+,644,NY,hamilton
36,041,Male,0-17,339,NY,hamilton
36,041,Male,0-17,339,NY,hamilton
36,041,Male,0-17,339,NY,hamilton
36,041,Male,0-17,339,NY,hamilton
36,041,Male,18-24,231,NY,hamilton
36,041,Male,18-24,231,NY,hamilton
36,041,Male,18-24,231,NY,hamilton
36,041,Male,18-24,231,NY,hamilton
36,041,Male,25-34,158,NY,hamilton
36,041,Male,25-34,158,NY,hamilton
36,041,Male,25-34,158,NY,hamilton
36,041,Male,25-34,158,NY,hamilton
36,041,Male,35-44,216,NY,hamilton
36,041,Male,35-44,216,NY,hamilton
36,041,Male,35-44,216,NY,hamilton
36,041,Male,35-44,216,NY,hamilton
36,041,Male,45-54,338,NY,hamilton
36,041,Male,45-54,338,NY,hamilton
36,041,Male,45-54,338,NY,hamilton
36,041,Male,45-54,338,NY,hamilton
36,041,Male,55-64,467,NY,hamilton
36,041,Male,55-64,467,NY,hamilton
36,041,Male,55-64,467,NY,hamilton
36,041,Male,55-64,467,NY,hamilton
36,041,Male,65+,638,NY,hamilton
36,041,Male,65+,638,NY,hamilton
36,041,Male,65+,638,NY,hamilton
36,041,Male,65+,638,NY,hamilton
36,043,Female,0-17,6445,NY,herkimer
36,043,Female,0-17,6445,NY,herkimer
36,043,Female,0-17,6445,NY,herkimer
36,043,Female,0-17,6445,NY,herkimer
36,043,Female,18-24,2771,NY,herkimer
36,043,Female,18-24,2771,NY,herkimer
36,043,Female,18-24,2771,NY,herkimer
36,043,Female,18-24,2771,NY,herkimer
36,043,Female,25-34,3408,NY,herkimer
36,043,Female,25-34,3408,NY,herkimer
36,043,Female,25-34,3408,NY,herkimer
36,043,Female,25-34,3408,NY,herkimer
36,043,Female,35-44,3431,NY,herkimer
36,043,Female,35-44,3431,NY,herkimer
36,043,Female,35-44,3431,NY,herkimer
36,043,Female,35-44,3431,NY,herkimer
36,043,Female,45-54,4502,NY,herkimer
36,043,Female,45-54,4502,NY,herkimer
36,043,Female,45-54,4502,NY,herkimer
36,043,Female,45-54,4502,NY,herkimer
36,043,Female,55-64,4734,NY,herkimer
36,043,Female,55-64,4734,NY,herkimer
36,043,Female,55-64,4734,NY,herkimer
36,043,Female,55-64,4734,NY,herkimer
36,043,Female,65+,6549,NY,herkimer
36,043,Female,65+,6549,NY,herkimer
36,043,Female,65+,6549,NY,herkimer
36,043,Female,65+,6549,NY,herkimer
36,043,Male,0-17,6826,NY,herkimer
36,043,Male,0-17,6826,NY,herkimer
36,043,Male,0-17,6826,NY,herkimer
36,043,Male,0-17,6826,NY,herkimer
36,043,Male,18-24,2922,NY,herkimer
36,043,Male,18-24,2922,NY,herkimer
36,043,Male,18-24,2922,NY,herkimer
36,043,Male,18-24,2922,NY,herkimer
36,043,Male,25-34,3436,NY,herkimer
36,043,Male,25-34,3436,NY,herkimer
36,043,Male,25-34,3436,NY,herkimer
36,043,Male,25-34,3436,NY,herkimer
36,043,Male,35-44,3416,NY,herkimer
36,043,Male,35-44,3416,NY,herkimer
36,043,Male,35-44,3416,NY,herkimer
36,043,Male,35-44,3416,NY,herkimer
36,043,Male,45-54,4412,NY,herkimer
36,043,Male,45-54,4412,NY,herkimer
36,043,Male,45-54,4412,NY,herkimer
36,043,Male,45-54,4412,NY,herkimer
36,043,Male,55-64,4693,NY,herkimer
36,043,Male,55-64,4693,NY,herkimer
36,043,Male,55-64,4693,NY,herkimer
36,043,Male,55-64,4693,NY,herkimer
36,043,Male,65+,5398,NY,herkimer
36,043,Male,65+,5398,NY,herkimer
36,043,Male,65+,5398,NY,herkimer
36,043,Male,65+,5398,NY,herkimer
36,045,Female,0-17,13974,NY,jefferson
36,045,Female,0-17,13974,NY,jefferson
36,045,Female,0-17,13974,NY,jefferson
36,045,Female,0-17,13974,NY,jefferson
36,045,Female,18-24,5606,NY,jefferson
36,045,Female,18-24,5606,NY,jefferson
36,045,Female,18-24,5606,NY,jefferson
36,045,Female,18-24,5606,NY,jefferson
36,045,Female,25-34,8545,NY,jefferson
36,045,Female,25-34,8545,NY,jefferson
36,045,Female,25-34,8545,NY,jefferson
36,045,Female,25-34,8545,NY,jefferson
36,045,Female,35-44,6357,NY,jefferson
36,045,Female,35-44,6357,NY,jefferson
36,045,Female,35-44,6357,NY,jefferson
36,045,Female,35-44,6357,NY,jefferson
36,045,Female,45-54,6545,NY,jefferson
36,045,Female,45-54,6545,NY,jefferson
36,045,Female,45-54,6545,NY,jefferson
36,045,Female,45-54,6545,NY,jefferson
36,045,Female,55-64,6275,NY,jefferson
36,045,Female,55-64,6275,NY,jefferson
36,045,Female,55-64,6275,NY,jefferson
36,045,Female,55-64,6275,NY,jefferson
36,045,Female,65+,7880,NY,jefferson
36,045,Female,65+,7880,NY,jefferson
36,045,Female,65+,7880,NY,jefferson
36,045,Female,65+,7880,NY,jefferson
36,045,Male,0-17,14534,NY,jefferson
36,045,Male,0-17,14534,NY,jefferson
36,045,Male,0-17,14534,NY,jefferson
36,045,Male,0-17,14534,NY,jefferson
36,045,Male,18-24,9445,NY,jefferson
36,045,Male,18-24,9445,NY,jefferson
36,045,Male,18-24,9445,NY,jefferson
36,045,Male,18-24,9445,NY,jefferson
36,045,Male,25-34,11135,NY,jefferson
36,045,Male,25-34,11135,NY,jefferson
36,045,Male,25-34,11135,NY,jefferson
36,045,Male,25-34,11135,NY,jefferson
36,045,Male,35-44,7075,NY,jefferson
36,045,Male,35-44,7075,NY,jefferson
36,045,Male,35-44,7075,NY,jefferson
36,045,Male,35-44,7075,NY,jefferson
36,045,Male,45-54,6950,NY,jefferson
36,045,Male,45-54,6950,NY,jefferson
36,045,Male,45-54,6950,NY,jefferson
36,045,Male,45-54,6950,NY,jefferson
36,045,Male,55-64,5881,NY,jefferson
36,045,Male,55-64,5881,NY,jefferson
36,045,Male,55-64,5881,NY,jefferson
36,045,Male,55-64,5881,NY,jefferson
36,045,Male,65+,6365,NY,jefferson
36,045,Male,65+,6365,NY,jefferson
36,045,Male,65+,6365,NY,jefferson
36,045,Male,65+,6365,NY,jefferson
36,047,Female,0-17,298076,NY,kings
36,047,Female,0-17,298076,NY,kings
36,047,Female,0-17,298076,NY,kings
36,047,Female,0-17,298076,NY,kings
36,047,Female,18-24,120855,NY,kings
36,047,Female,18-24,120855,NY,kings
36,047,Female,18-24,120855,NY,kings
36,047,Female,18-24,120855,NY,kings
36,047,Female,25-34,247731,NY,kings
36,047,Female,25-34,247731,NY,kings
36,047,Female,25-34,247731,NY,kings
36,047,Female,25-34,247731,NY,kings
36,047,Female,35-44,189864,NY,kings
36,047,Female,35-44,189864,NY,kings
36,047,Female,35-44,189864,NY,kings
36,047,Female,35-44,189864,NY,kings
36,047,Female,45-54,170910,NY,kings
36,047,Female,45-54,170910,NY,kings
36,047,Female,45-54,170910,NY,kings
36,047,Female,45-54,170910,NY,kings
36,047,Female,55-64,158883,NY,kings
36,047,Female,55-64,158883,NY,kings
36,047,Female,55-64,158883,NY,kings
36,047,Female,55-64,158883,NY,kings
36,047,Female,65+,201029,NY,kings
36,047,Female,65+,201029,NY,kings
36,047,Female,65+,201029,NY,kings
36,047,Female,65+,201029,NY,kings
36,047,Male,0-17,310739,NY,kings
36,047,Male,0-17,310739,NY,kings
36,047,Male,0-17,310739,NY,kings
36,047,Male,0-17,310739,NY,kings
36,047,Male,18-24,116096,NY,kings
36,047,Male,18-24,116096,NY,kings
36,047,Male,18-24,116096,NY,kings
36,047,Male,18-24,116096,NY,kings
36,047,Male,25-34,231532,NY,kings
36,047,Male,25-34,231532,NY,kings
36,047,Male,25-34,231532,NY,kings
36,047,Male,25-34,231532,NY,kings
36,047,Male,35-44,174175,NY,kings
36,047,Male,35-44,174175,NY,kings
36,047,Male,35-44,174175,NY,kings
36,047,Male,35-44,174175,NY,kings
36,047,Male,45-54,147849,NY,kings
36,047,Male,45-54,147849,NY,kings
36,047,Male,45-54,147849,NY,kings
36,047,Male,45-54,147849,NY,kings
36,047,Male,55-64,130670,NY,kings
36,047,Male,55-64,130670,NY,kings
36,047,Male,55-64,130670,NY,kings
36,047,Male,55-64,130670,NY,kings
36,047,Male,65+,136712,NY,kings
36,047,Male,65+,136712,NY,kings
36,047,Male,65+,136712,NY,kings
36,047,Male,65+,136712,NY,kings
36,049,Female,0-17,3102,NY,lewis
36,049,Female,0-17,3102,NY,lewis
36,049,Female,0-17,3102,NY,lewis
36,049,Female,0-17,3102,NY,lewis
36,049,Female,18-24,1066,NY,lewis
36,049,Female,18-24,1066,NY,lewis
36,049,Female,18-24,1066,NY,lewis
36,049,Female,18-24,1066,NY,lewis
36,049,Female,25-34,1459,NY,lewis
36,049,Female,25-34,1459,NY,lewis
36,049,Female,25-34,1459,NY,lewis
36,049,Female,25-34,1459,NY,lewis
36,049,Female,35-44,1484,NY,lewis
36,049,Female,35-44,1484,NY,lewis
36,049,Female,35-44,1484,NY,lewis
36,049,Female,35-44,1484,NY,lewis
36,049,Female,45-54,1855,NY,lewis
36,049,Female,45-54,1855,NY,lewis
36,049,Female,45-54,1855,NY,lewis
36,049,Female,45-54,1855,NY,lewis
36,049,Female,55-64,1975,NY,lewis
36,049,Female,55-64,1975,NY,lewis
36,049,Female,55-64,1975,NY,lewis
36,049,Female,55-64,1975,NY,lewis
36,049,Female,65+,2379,NY,lewis
36,049,Female,65+,2379,NY,lewis
36,049,Female,65+,2379,NY,lewis
36,049,Female,65+,2379,NY,lewis
36,049,Male,0-17,3147,NY,lewis
36,049,Male,0-17,3147,NY,lewis
36,049,Male,0-17,3147,NY,lewis
36,049,Male,0-17,3147,NY,lewis
36,049,Male,18-24,1167,NY,lewis
36,049,Male,18-24,1167,NY,lewis
36,049,Male,18-24,1167,NY,lewis
36,049,Male,18-24,1167,NY,lewis
36,049,Male,25-34,1619,NY,lewis
36,049,Male,25-34,1619,NY,lewis
36,049,Male,25-34,1619,NY,lewis
36,049,Male,25-34,1619,NY,lewis
36,049,Male,35-44,1506,NY,lewis
36,049,Male,35-44,1506,NY,lewis
36,049,Male,35-44,1506,NY,lewis
36,049,Male,35-44,1506,NY,lewis
36,049,Male,45-54,1957,NY,lewis
36,049,Male,45-54,1957,NY,lewis
36,049,Male,45-54,1957,NY,lewis
36,049,Male,45-54,1957,NY,lewis
36,049,Male,55-64,2033,NY,lewis
36,049,Male,55-64,2033,NY,lewis
36,049,Male,55-64,2033,NY,lewis
36,049,Male,55-64,2033,NY,lewis
36,049,Male,65+,2096,NY,lewis
36,049,Male,65+,2096,NY,lewis
36,049,Male,65+,2096,NY,lewis
36,049,Male,65+,2096,NY,lewis
36,051,Female,0-17,5755,NY,livingston
36,051,Female,0-17,5755,NY,livingston
36,051,Female,0-17,5755,NY,livingston
36,051,Female,0-17,5755,NY,livingston
36,051,Female,18-24,5188,NY,livingston
36,051,Female,18-24,5188,NY,livingston
36,051,Female,18-24,5188,NY,livingston
36,051,Female,18-24,5188,NY,livingston
36,051,Female,25-34,3147,NY,livingston
36,051,Female,25-34,3147,NY,livingston
36,051,Female,25-34,3147,NY,livingston
36,051,Female,25-34,3147,NY,livingston
36,051,Female,35-44,3151,NY,livingston
36,051,Female,35-44,3151,NY,livingston
36,051,Female,35-44,3151,NY,livingston
36,051,Female,35-44,3151,NY,livingston
36,051,Female,45-54,4562,NY,livingston
36,051,Female,45-54,4562,NY,livingston
36,051,Female,45-54,4562,NY,livingston
36,051,Female,45-54,4562,NY,livingston
36,051,Female,55-64,4637,NY,livingston
36,051,Female,55-64,4637,NY,livingston
36,051,Female,55-64,4637,NY,livingston
36,051,Female,55-64,4637,NY,livingston
36,051,Female,65+,5664,NY,livingston
36,051,Female,65+,5664,NY,livingston
36,051,Female,65+,5664,NY,livingston
36,051,Female,65+,5664,NY,livingston
36,051,Male,0-17,6089,NY,livingston
36,051,Male,0-17,6089,NY,livingston
36,051,Male,0-17,6089,NY,livingston
36,051,Male,0-17,6089,NY,livingston
36,051,Male,18-24,4624,NY,livingston
36,051,Male,18-24,4624,NY,livingston
36,051,Male,18-24,4624,NY,livingston
36,051,Male,18-24,4624,NY,livingston
36,051,Male,25-34,3829,NY,livingston
36,051,Male,25-34,3829,NY,livingston
36,051,Male,25-34,3829,NY,livingston
36,051,Male,25-34,3829,NY,livingston
36,051,Male,35-44,3630,NY,livingston
36,051,Male,35-44,3630,NY,livingston
36,051,Male,35-44,3630,NY,livingston
36,051,Male,35-44,3630,NY,livingston
36,051,Male,45-54,4726,NY,livingston
36,051,Male,45-54,4726,NY,livingston
36,051,Male,45-54,4726,NY,livingston
36,051,Male,45-54,4726,NY,livingston
36,051,Male,55-64,4648,NY,livingston
36,051,Male,55-64,4648,NY,livingston
36,051,Male,55-64,4648,NY,livingston
36,051,Male,55-64,4648,NY,livingston
36,051,Male,65+,4723,NY,livingston
36,051,Male,65+,4723,NY,livingston
36,051,Male,65+,4723,NY,livingston
36,051,Male,65+,4723,NY,livingston
36,053,Female,0-17,7027,NY,madison
36,053,Female,0-17,7027,NY,madison
36,053,Female,0-17,7027,NY,madison
36,053,Female,0-17,7027,NY,madison
36,053,Female,18-24,4976,NY,madison
36,053,Female,18-24,4976,NY,madison
36,053,Female,18-24,4976,NY,madison
36,053,Female,18-24,4976,NY,madison
36,053,Female,25-34,3536,NY,madison
36,053,Female,25-34,3536,NY,madison
36,053,Female,25-34,3536,NY,madison
36,053,Female,25-34,3536,NY,madison
36,053,Female,35-44,3836,NY,madison
36,053,Female,35-44,3836,NY,madison
36,053,Female,35-44,3836,NY,madison
36,053,Female,35-44,3836,NY,madison
36,053,Female,45-54,5268,NY,madison
36,053,Female,45-54,5268,NY,madison
36,053,Female,45-54,5268,NY,madison
36,053,Female,45-54,5268,NY,madison
36,053,Female,55-64,5335,NY,madison
36,053,Female,55-64,5335,NY,madison
36,053,Female,55-64,5335,NY,madison
36,053,Female,55-64,5335,NY,madison
36,053,Female,65+,6369,NY,madison
36,053,Female,65+,6369,NY,madison
36,053,Female,65+,6369,NY,madison
36,053,Female,65+,6369,NY,madison
36,053,Male,0-17,7313,NY,madison
36,053,Male,0-17,7313,NY,madison
36,053,Male,0-17,7313,NY,madison
36,053,Male,0-17,7313,NY,madison
36,053,Male,18-24,4737,NY,madison
36,053,Male,18-24,4737,NY,madison
36,053,Male,18-24,4737,NY,madison
36,053,Male,18-24,4737,NY,madison
36,053,Male,25-34,3767,NY,madison
36,053,Male,25-34,3767,NY,madison
36,053,Male,25-34,3767,NY,madison
36,053,Male,25-34,3767,NY,madison
36,053,Male,35-44,3695,NY,madison
36,053,Male,35-44,3695,NY,madison
36,053,Male,35-44,3695,NY,madison
36,053,Male,35-44,3695,NY,madison
36,053,Male,45-54,5180,NY,madison
36,053,Male,45-54,5180,NY,madison
36,053,Male,45-54,5180,NY,madison
36,053,Male,45-54,5180,NY,madison
36,053,Male,55-64,5367,NY,madison
36,053,Male,55-64,5367,NY,madison
36,053,Male,55-64,5367,NY,madison
36,053,Male,55-64,5367,NY,madison
36,053,Male,65+,5354,NY,madison
36,053,Male,65+,5354,NY,madison
36,053,Male,65+,5354,NY,madison
36,053,Male,65+,5354,NY,madison
36,055,Female,0-17,78154,NY,monroe
36,055,Female,0-17,78154,NY,monroe
